"","year_2"
"48119","2010"
"48120","1963"
"48121","2015"
"48122","2007"
"48123","0"
"48124","2002"
"48125","1849"
"48126","2013"
"48127","2015"
"48128","2018"
"48129","2015"
"48130","2008"
"48131","1863"
"48132","2017"
"48133","1995"
"48134","0"
"48135","2009"
"48136","0"
"48137","2008"
"48138","2018"
"48139","0"
"48140","2013"
"48141","0"
"48142","2018"
"48143","2007"
"48144","2014"
"48145","2015"
"48146","2014"
"48147","0"
"48148","2016"
"48149","2015"
"48150","0"
"48151","2012"
"48152","2016"
"48153","2019"
"48154","2013"
"48155","2006"
"48156","1969"
"48157","2015"
"48158","2008"
"48159","1896"
"48160","1884"
"48161","0"
"48162","2012"
"48163","2012"
"48164","0"
"48165","2018"
"48166","0"
"48167","0"
"48168","1913"
"48169","2010"
"48170","0"
"48171","2011"
"48172","2019"
"48173","0"
"48174","2013"
"48175","2018"
"48176","0"
"48177","0"
"48178","2016"
"48179","2019"
"48180","2014"
"48181","2012"
"48182","0"
"48183","2016"
"48184","1929"
"48185","0"
"48186","2011"
"48187","0"
"48188","0"
"48189","1903"
"48190","2007"
"48191","2019"
"48192","2005"
"48193","2015"
"48194","1883"
"48195","2019"
"48196","0"
"48197","2015"
"48198","1863"
"48199","2015"
"48200","0"
"48201","0"
"48202","2016"
"48203","1903"
"48204","2017"
"48205","2012"
"48206","2006"
"48207","0"
"48208","0"
"48209","2007"
"48210","2010"
"48211","1910"
"48212","2014"
"48213","0"
"48214","0"
"48215","0"
"48216","2016"
"48217","2017"
"48218","1826"
"48219","0"
"48220","2015"
"48221","0"
"48222","2006"
"48223","0"
"48224","0"
"48225","0"
"48226","0"
"48227","2002"
"48228","2011"
"48229","2012"
"48230","2002"
"48231","2018"
"48232","2015"
"48233","2019"
"48234","2019"
"48235","2014"
"48236","0"
"48237","0"
"48238","2015"
"48239","1940"
"48240","2010"
"48241","0"
"48242","2013"
"48243","2010"
"48244","1982"
"48245","2009"
"48246","2018"
"48247","1829"
"48248","2014"
"48249","2013"
"48250","2006"
"48251","1980"
"48252","2014"
"48253","0"
"48254","2015"
"48255","2017"
"48256","2017"
"48257","0"
"48258","0"
"48259","2011"
"48260","2016"
"48261","2004"
"48262","2017"
"48263","2011"
"48264","2018"
"48265","2017"
"48266","2012"
"48267","2018"
"48268","2012"
"48269","1938"
"48270","2018"
"48271","1980"
"48272","2017"
"48273","2013"
"48274","0"
"48275","2004"
"48276","0"
"48277","2016"
"48278","2014"
"48279","2017"
"48280","2013"
"48281","0"
"48282","0"
"48283","0"
"48284","2011"
"48285","2019"
"48286","2011"
"48287","2006"
"48288","2006"
"48289","2008"
"48290","2016"
"48291","2011"
"48292","1910"
"48293","2018"
"48294","2016"
"48295","2018"
"48296","2017"
"48297","0"
"48298","2015"
"48299","2014"
"48300","0"
"48301","2009"
"48302","2017"
"48303","1928"
"48304","0"
"48305","2004"
"48306","2015"
"48307","1986"
"48308","2020"
"48309","2019"
"48310","1917"
"48311","1994"
"48312","0"
"48313","2010"
"48314","2014"
"48315","2013"
"48316","1850"
"48317","2014"
"48318","2011"
"48319","2016"
"48320","0"
"48321","0"
"48322","2019"
"48323","2010"
"48324","2013"
"48325","2018"
"48326","0"
"48327","2018"
"48328","2003"
"48329","2003"
"48330","2018"
"48331","2010"
"48332","2014"
"48333","2014"
"48334","2005"
"48335","1928"
"48336","1892"
"48337","1999"
"48338","0"
"48339","0"
"48340","0"
"48341","0"
"48342","2016"
"48343","2018"
"48344","2018"
"48345","2007"
"48346","2019"
"48347","2012"
"48348","0"
"48349","1953"
"48350","2010"
"48351","2019"
"48352","0"
"48353","2019"
"48354","0"
"48355","2015"
"48356","2017"
"48357","2018"
"48358","2016"
"48359","2014"
"48360","2019"
"48361","2015"
"48362","2007"
"48363","2013"
"48364","0"
"48365","2004"
"48366","2014"
"48367","2010"
"48368","2013"
"48369","2019"
"48370","2009"
"48371","2005"
"48372","0"
"48373","2015"
"48374","2014"
"48375","2015"
"48376","2018"
"48377","0"
"48378","0"
"48379","1835"
"48380","2009"
"48381","0"
"48382","2011"
"48383","2018"
"48384","2017"
"48385","2010"
"48386","2015"
"48387","0"
"48388","2008"
"48389","0"
"48390","1893"
"48391","2015"
"48392","2005"
"48393","0"
"48394","0"
"48395","0"
"48396","2016"
"48397","2018"
"48398","2013"
"48399","2015"
"48400","2006"
"48401","0"
"48402","2019"
"48403","1885"
"48404","1833"
"48405","0"
"48406","1844"
"48407","2015"
"48408","2018"
"48409","2008"
"48410","0"
"48411","0"
"48412","2009"
"48413","2015"
"48414","2017"
"48415","2014"
"48416","2019"
"48417","1997"
"48418","2018"
"48419","2013"
"48420","2014"
"48421","2019"
"48422","0"
"48423","2010"
"48424","2008"
"48425","2004"
"48426","0"
"48427","0"
"48428","2018"
"48429","0"
"48430","2014"
"48431","1919"
"48432","1943"
"48433","2018"
"48434","2017"
"48435","2010"
"48436","2009"
"48437","0"
"48438","0"
"48439","0"
"48440","1917"
"48441","2019"
"48442","2007"
"48443","2007"
"48444","0"
"48445","2008"
"48446","1670"
"48447","2013"
"48448","2013"
"48449","2011"
"48450","2016"
"48451","2016"
"48452","0"
"48453","2011"
"48454","0"
"48455","0"
"48456","2018"
"48457","0"
"48458","1988"
"48459","2018"
"48460","0"
"48461","0"
"48462","2013"
"48463","2014"
"48464","2016"
"48465","1988"
"48466","2013"
"48467","0"
"48468","0"
"48469","2015"
"48470","2008"
"48471","2019"
"48472","2013"
"48473","2016"
"48474","2008"
"48475","2010"
"48476","1936"
"48477","2017"
"48478","2018"
"48479","2015"
"48480","2018"
"48481","2015"
"48482","0"
"48483","2012"
"48484","2020"
"48485","2006"
"48486","0"
"48487","2013"
"48488","2018"
"48489","2014"
"48490","2019"
"48491","2004"
"48492","0"
"48493","2006"
"48494","2014"
"48495","2018"
"48496","0"
"48497","0"
"48498","2010"
"48499","2009"
"48500","2005"
"48501","2013"
"48502","2016"
"48503","2017"
"48504","2012"
"48505","0"
"48506","2013"
"48507","0"
"48508","1990"
"48509","1837"
"48510","2019"
"48511","2018"
"48512","2011"
"48513","2016"
"48514","2019"
"48515","0"
"48516","2010"
"48517","2019"
"48518","2015"
"48519","2015"
"48520","1899"
"48521","2013"
"48522","2013"
"48523","2013"
"48524","2008"
"48525","0"
"48526","2019"
"48527","2013"
"48528","2017"
"48529","1995"
"48530","0"
"48531","2015"
"48532","0"
"48533","2019"
"48534","2010"
"48535","2012"
"48536","2013"
"48537","2007"
"48538","2011"
"48539","2007"
"48540","2006"
"48541","2014"
"48542","1900"
"48543","2018"
"48544","0"
"48545","2019"
"48546","0"
"48547","2018"
"48548","2017"
"48549","2019"
"48550","0"
"48551","1993"
"48552","2007"
"48553","2015"
"48554","2015"
"48555","2017"
"48556","2008"
"48557","2017"
"48558","2018"
"48559","0"
"48560","2009"
"48561","1834"
"48562","0"
"48563","2018"
"48564","2008"
"48565","2010"
"48566","0"
"48567","2018"
"48568","0"
"48569","2018"
"48570","0"
"48571","2018"
"48572","0"
"48573","0"
"48574","2019"
"48575","0"
"48576","2013"
"48577","2011"
"48578","2011"
"48579","0"
"48580","0"
"48581","2014"
"48582","2017"
"48583","2018"
"48584","2019"
"48585","2012"
"48586","1978"
"48587","2005"
"48588","2014"
"48589","1984"
"48590","2019"
"48591","2012"
"48592","1954"
"48593","2017"
"48594","2006"
"48595","2013"
"48596","2015"
"48597","2019"
"48598","2018"
"48599","2017"
"48600","2019"
"48601","1944"
"48602","2012"
"48603","2016"
"48604","0"
"48605","2016"
"48606","2016"
"48607","2016"
"48608","0"
"48609","2018"
"48610","2008"
"48611","2016"
"48612","2017"
"48613","1989"
"48614","2018"
"48615","1843"
"48616","2015"
"48617","2014"
"48618","0"
"48619","1847"
"48620","2019"
"48621","2011"
"48622","0"
"48623","2018"
"48624","2014"
"48625","0"
"48626","2005"
"48627","2013"
"48628","2003"
"48629","2019"
"48630","2019"
"48631","0"
"48632","1994"
"48633","2015"
"48634","2008"
"48635","2011"
"48636","0"
"48637","2016"
"48638","2000"
"48639","2016"
"48640","2017"
"48641","2014"
"48642","2003"
"48643","2016"
"48644","2002"
"48645","2010"
"48646","2012"
"48647","2017"
"48648","0"
"48649","2018"
"48650","2019"
"48651","1989"
"48652","2018"
"48653","2017"
"48654","2006"
"48655","2012"
"48656","2014"
"48657","2015"
"48658","2012"
"48659","2019"
"48660","2015"
"48661","1872"
"48662","2000"
"48663","2007"
"48664","1825"
"48665","0"
"48666","2017"
"48667","0"
"48668","2017"
"48669","1959"
"48670","2013"
"48671","2017"
"48672","2009"
"48673","2017"
"48674","0"
"48675","2018"
"48676","2016"
"48677","0"
"48678","2019"
"48679","2005"
"48680","0"
"48681","2019"
"48682","2019"
"48683","2019"
"48684","2018"
"48685","0"
"48686","2012"
"48687","0"
"48688","0"
"48689","2012"
"48690","0"
"48691","2017"
"48692","2012"
"48693","2014"
"48694","2019"
"48695","2008"
"48696","2017"
"48697","0"
"48698","2018"
"48699","2017"
"48700","2004"
"48701","2014"
"48702","2019"
"48703","2001"
"48704","2019"
"48705","2013"
"48706","2012"
"48707","2008"
"48708","2001"
"48709","2010"
"48710","1907"
"48711","1963"
"48712","0"
"48713","2018"
"48714","2017"
"48715","2013"
"48716","2017"
"48717","2015"
"48718","2010"
"48719","0"
"48720","2018"
"48721","2018"
"48722","1893"
"48723","0"
"48724","2019"
"48725","2007"
"48726","2016"
"48727","2013"
"48728","2012"
"48729","2017"
"48730","2012"
"48731","0"
"48732","0"
"48733","2018"
"48734","2004"
"48735","2019"
"48736","2013"
"48737","2019"
"48738","2003"
"48739","2018"
"48740","1996"
"48741","2009"
"48742","0"
"48743","1892"
"48744","2013"
"48745","2014"
"48746","2015"
"48747","2019"
"48748","2010"
"48749","2018"
"48750","2019"
"48751","2017"
"48752","2019"
"48753","2016"
"48754","2011"
"48755","2014"
"48756","0"
"48757","2016"
"48758","1996"
"48759","2013"
"48760","2016"
"48761","2018"
"48762","2015"
"48763","2010"
"48764","1935"
"48765","0"
"48766","2019"
"48767","2009"
"48768","2013"
"48769","1798"
"48770","2015"
"48771","0"
"48772","2019"
"48773","0"
"48774","2019"
"48775","2017"
"48776","2004"
"48777","0"
"48778","2015"
"48779","2015"
"48780","2012"
"48781","0"
"48782","0"
"48783","0"
"48784","2017"
"48785","1993"
"48786","2013"
"48787","2013"
"48788","2011"
"48789","2011"
"48790","1989"
"48791","2019"
"48792","2009"
"48793","2018"
"48794","2003"
"48795","2014"
"48796","1986"
"48797","2013"
"48798","2019"
"48799","2013"
"48800","0"
"48801","2018"
"48802","2016"
"48803","2013"
"48804","2011"
"48805","0"
"48806","2016"
"48807","2019"
"48808","0"
"48809","0"
"48810","0"
"48811","2015"
"48812","2016"
"48813","2008"
"48814","0"
"48815","2008"
"48816","2010"
"48817","2018"
"48818","1906"
"48819","2019"
"48820","2017"
"48821","2018"
"48822","2014"
"48823","2017"
"48824","2016"
"48825","2015"
"48826","0"
"48827","2017"
"48828","2012"
"48829","2004"
"48830","2019"
"48831","2018"
"48832","2008"
"48833","0"
"48834","2018"
"48835","2012"
"48836","2013"
"48837","2009"
"48838","2016"
"48839","2011"
"48840","2011"
"48841","2008"
"48842","0"
"48843","2012"
"48844","2015"
"48845","0"
"48846","1930"
"48847","2009"
"48848","2007"
"48849","2011"
"48850","2015"
"48851","2006"
"48852","2013"
"48853","1905"
"48854","0"
"48855","2015"
"48856","0"
"48857","1983"
"48858","2019"
"48859","2015"
"48860","2012"
"48861","2014"
"48862","2009"
"48863","2013"
"48864","1885"
"48865","2005"
"48866","0"
"48867","0"
"48868","2018"
"48869","0"
"48870","0"
"48871","2006"
"48872","2015"
"48873","2014"
"48874","2011"
"48875","2012"
"48876","2017"
"48877","0"
"48878","0"
"48879","0"
"48880","2016"
"48881","1889"
"48882","2013"
"48883","2012"
"48884","2006"
"48885","2018"
"48886","2005"
"48887","2009"
"48888","2015"
"48889","0"
"48890","1872"
"48891","1996"
"48892","0"
"48893","0"
"48894","2019"
"48895","0"
"48896","1993"
"48897","0"
"48898","2019"
"48899","2001"
"48900","1932"
"48901","0"
"48902","2002"
"48903","0"
"48904","2010"
"48905","2015"
"48906","2014"
"48907","0"
"48908","2009"
"48909","0"
"48910","2017"
"48911","0"
"48912","2018"
"48913","2007"
"48914","0"
"48915","2013"
"48916","2019"
"48917","2007"
"48918","0"
"48919","2014"
"48920","2019"
"48921","1859"
"48922","2003"
"48923","0"
"48924","2017"
"48925","1903"
"48926","0"
"48927","2013"
"48928","2018"
"48929","0"
"48930","1891"
"48931","2017"
"48932","2017"
"48933","215"
"48934","2006"
"48935","2011"
"48936","2017"
"48937","1600"
"48938","2006"
"48939","0"
"48940","2015"
"48941","2014"
"48942","0"
"48943","2014"
"48944","0"
"48945","2016"
"48946","2019"
"48947","2007"
"48948","2019"
"48949","0"
"48950","0"
"48951","2013"
"48952","0"
"48953","2014"
"48954","2009"
"48955","0"
"48956","2012"
"48957","0"
"48958","2010"
"48959","2011"
"48960","0"
"48961","2004"
"48962","1996"
"48963","2019"
"48964","2005"
"48965","2015"
"48966","0"
"48967","2012"
"48968","2019"
"48969","2013"
"48970","0"
"48971","2009"
"48972","0"
"48973","2013"
"48974","0"
"48975","2016"
"48976","2012"
"48977","2014"
"48978","1980"
"48979","2017"
"48980","2010"
"48981","2014"
"48982","0"
"48983","2016"
"48984","2016"
"48985","2010"
"48986","0"
"48987","2017"
"48988","1929"
"48989","2005"
"48990","2014"
"48991","0"
"48992","1968"
"48993","2011"
"48994","0"
"48995","2014"
"48996","2019"
"48997","2015"
"48998","2019"
"48999","2019"
"49000","2012"
"49001","0"
"49002","2018"
"49003","0"
"49004","2016"
"49005","2018"
"49006","0"
"49007","2012"
"49008","2013"
"49009","2003"
"49010","2018"
"49011","2016"
"49012","2013"
"49013","2014"
"49014","2018"
"49015","2014"
"49016","2019"
"49017","0"
"49018","2012"
"49019","2017"
"49020","2018"
"49021","2018"
"49022","1982"
"49023","2010"
"49024","2015"
"49025","2015"
"49026","2012"
"49027","0"
"49028","2012"
"49029","2004"
"49030","2018"
"49031","0"
"49032","2019"
"49033","2013"
"49034","2010"
"49035","0"
"49036","1940"
"49037","0"
"49038","0"
"49039","2014"
"49040","2005"
"49041","2015"
"49042","2010"
"49043","0"
"49044","2017"
"49045","0"
"49046","2014"
"49047","2015"
"49048","0"
"49049","2012"
"49050","2016"
"49051","2010"
"49052","2015"
"49053","0"
"49054","1888"
"49055","0"
"49056","2016"
"49057","1882"
"49058","2018"
"49059","2018"
"49060","2015"
"49061","0"
"49062","2019"
"49063","0"
"49064","0"
"49065","0"
"49066","2016"
"49067","0"
"49068","2018"
"49069","2009"
"49070","0"
"49071","2014"
"49072","2019"
"49073","0"
"49074","2018"
"49075","2018"
"49076","2018"
"49077","2015"
"49078","2016"
"49079","2018"
"49080","2017"
"49081","2012"
"49082","2013"
"49083","2017"
"49084","2005"
"49085","2015"
"49086","2013"
"49087","2018"
"49088","1926"
"49089","0"
"49090","2010"
"49091","2003"
"49092","0"
"49093","0"
"49094","2019"
"49095","2011"
"49096","2017"
"49097","2018"
"49098","0"
"49099","2013"
"49100","0"
"49101","1958"
"49102","1896"
"49103","1996"
"49104","2018"
"49105","2017"
"49106","1991"
"49107","2019"
"49108","2019"
"49109","0"
"49110","1935"
"49111","2012"
"49112","2017"
"49113","2012"
"49114","2014"
"49115","1997"
"49116","2019"
"49117","0"
"49118","2005"
"49119","2018"
"49120","2009"
"49121","2018"
"49122","2013"
"49123","2018"
"49124","2019"
"49125","2014"
"49126","0"
"49127","2014"
"49128","2019"
"49129","0"
"49130","2012"
"49131","1997"
"49132","2014"
"49133","2018"
"49134","0"
"49135","2020"
"49136","0"
"49137","2013"
"49138","1958"
"49139","2014"
"49140","1784"
"49141","2009"
"49142","2018"
"49143","2011"
"49144","2015"
"49145","2016"
"49146","2017"
"49147","2016"
"49148","2018"
"49149","2016"
"49150","2013"
"49151","2019"
"49152","2011"
"49153","2001"
"49154","2016"
"49155","2018"
"49156","0"
"49157","0"
"49158","2017"
"49159","2009"
"49160","1987"
"49161","2011"
"49162","2017"
"49163","2004"
"49164","0"
"49165","0"
"49166","1916"
"49167","0"
"49168","2014"
"49169","1986"
"49170","1910"
"49171","2018"
"49172","2016"
"49173","2019"
"49174","2006"
"49175","2011"
"49176","2016"
"49177","2014"
"49178","2011"
"49179","2014"
"49180","2018"
"49181","2014"
"49182","2018"
"49183","2016"
"49184","0"
"49185","2015"
"49186","2010"
"49187","2014"
"49188","2007"
"49189","2016"
"49190","2014"
"49191","0"
"49192","2014"
"49193","2017"
"49194","2020"
"49195","1886"
"49196","2014"
"49197","2007"
"49198","0"
"49199","2015"
"49200","2011"
"49201","2014"
"49202","0"
"49203","0"
"49204","0"
"49205","2018"
"49206","2016"
"49207","2011"
"49208","2008"
"49209","0"
"49210","2003"
"49211","0"
"49212","2013"
"49213","0"
"49214","0"
"49215","2017"
"49216","2015"
"49217","0"
"49218","2011"
"49219","1948"
"49220","2014"
"49221","2012"
"49222","1962"
"49223","2012"
"49224","2014"
"49225","0"
"49226","1949"
"49227","2005"
"49228","2017"
"49229","2010"
"49230","2016"
"49231","2011"
"49232","2003"
"49233","2002"
"49234","0"
"49235","2015"
"49236","2017"
"49237","0"
"49238","1881"
"49239","2005"
"49240","2019"
"49241","2015"
"49242","2012"
"49243","2008"
"49244","1999"
"49245","2012"
"49246","2019"
"49247","1965"
"49248","2016"
"49249","1967"
"49250","2018"
"49251","1993"
"49252","2010"
"49253","1975"
"49254","2019"
"49255","2015"
"49256","0"
"49257","2016"
"49258","2009"
"49259","2018"
"49260","2018"
"49261","2017"
"49262","2019"
"49263","2018"
"49264","2010"
"49265","2008"
"49266","2017"
"49267","0"
"49268","0"
"49269","2011"
"49270","2016"
"49271","2013"
"49272","2004"
"49273","2012"
"49274","2009"
"49275","2017"
"49276","2012"
"49277","0"
"49278","2016"
"49279","2016"
"49280","2010"
"49281","2014"
"49282","2012"
"49283","2004"
"49284","1945"
"49285","0"
"49286","2015"
"49287","2011"
"49288","2016"
"49289","2019"
"49290","0"
"49291","2018"
"49292","2016"
"49293","2014"
"49294","2019"
"49295","0"
"49296","2014"
"49297","2016"
"49298","0"
"49299","1864"
"49300","0"
"49301","2014"
"49302","2018"
"49303","2019"
"49304","1989"
"49305","1990"
"49306","2014"
"49307","2003"
"49308","0"
"49309","2006"
"49310","1997"
"49311","2018"
"49312","0"
"49313","0"
"49314","2015"
"49315","2017"
"49316","1996"
"49317","2006"
"49318","1970"
"49319","0"
"49320","0"
"49321","0"
"49322","1869"
"49323","0"
"49324","2015"
"49325","2012"
"49326","1898"
"49327","1828"
"49328","2015"
"49329","2010"
"49330","2013"
"49331","2013"
"49332","2019"
"49333","1883"
"49334","1898"
"49335","2016"
"49336","2015"
"49337","0"
"49338","2016"
"49339","0"
"49340","2018"
"49341","2018"
"49342","0"
"49343","2014"
"49344","2010"
"49345","2019"
"49346","0"
"49347","2016"
"49348","1938"
"49349","2016"
"49350","2019"
"49351","2018"
"49352","2014"
"49353","2013"
"49354","2013"
"49355","0"
"49356","2019"
"49357","2018"
"49358","2019"
"49359","0"
"49360","2017"
"49361","0"
"49362","2016"
"49363","2014"
"49364","2015"
"49365","2012"
"49366","1982"
"49367","2015"
"49368","2013"
"49369","2009"
"49370","1823"
"49371","1870"
"49372","2008"
"49373","2017"
"49374","2011"
"49375","1966"
"49376","0"
"49377","2012"
"49378","0"
"49379","1983"
"49380","0"
"49381","2015"
"49382","2018"
"49383","2012"
"49384","2010"
"49385","2012"
"49386","2014"
"49387","1967"
"49388","2019"
"49389","0"
"49390","2014"
"49391","2016"
"49392","2019"
"49393","1816"
"49394","2017"
"49395","2018"
"49396","2006"
"49397","2013"
"49398","2016"
"49399","2016"
"49400","2016"
"49401","2019"
"49402","2007"
"49403","2019"
"49404","2001"
"49405","1987"
"49406","2011"
"49407","2019"
"49408","2016"
"49409","2016"
"49410","2019"
"49411","2019"
"49412","0"
"49413","2004"
"49414","2006"
"49415","2001"
"49416","0"
"49417","2013"
"49418","2018"
"49419","2004"
"49420","2012"
"49421","2017"
"49422","0"
"49423","0"
"49424","2015"
"49425","1719"
"49426","2017"
"49427","2014"
"49428","2009"
"49429","1940"
"49430","1999"
"49431","2019"
"49432","2015"
"49433","2011"
"49434","2013"
"49435","1975"
"49436","2001"
"49437","2016"
"49438","2014"
"49439","2003"
"49440","2015"
"49441","0"
"49442","0"
"49443","2013"
"49444","2013"
"49445","0"
"49446","2016"
"49447","2018"
"49448","0"
"49449","0"
"49450","2009"
"49451","1902"
"49452","0"
"49453","0"
"49454","2017"
"49455","2017"
